category	mir	disease	pmid	description
target gene	hsa-let-7d	"Diabetes Mellitus, Type 2"	24105413	"Expression of microRNA let-7a and let-7d, which are direct translational repressors of the IL-13 gene, was increased in skeletal muscle from T2DM patients. "
target gene	hsa-mir-21	Prostate Neoplasms	24106176	"The exosome-encased SNAs are secreted into the extracellular environment from which they can be isolated and selectively re-introduced into the cell type from which they were derived. In the context of anti-miR21 experiments, the exosome-encased SNAs knockdown miR-21 target by approximately 50%. Similar knockdown of miR-21 by free SNAs requires a ¡Ö3000-fold higher concentration."
target gene	hsa-mir-155	"Lymphoma, T-Cell, Cutaneous"	24106870	"Recent data show that miR-155 is expressed in situ by both malignant and non-malignant T cells, induced via the STAT5 signal pathway and IL-2Rbeta/gamma cytokines, and thus suggest the importance of miR-155 in malignant proliferation, clinical diagnosis, and prognosis in CTCL."
target gene	hsa-mir-146a	Osteoarthritis	24107356	Our study demonstrated that HDAC inhibitor treatment in OA-FLS significantly increased miR-146a expression and mediated markedly negative regulation to inhibit IL-1¦Â-induced signaling and cytokine secretion. Our results indicate the potential rationale of anti-inflammatory effects for HDAC inhibitors.
target gene	hsa-mir-206	Muscle Diseases [unspecific]	24107628	"miR-206 directly targets cyclin D1 and contributes to the regulation of CCND1 gene expression in both myogenic and non-muscle, transformed cells."
target gene	hsa-mir-106a	Gastric Neoplasms	24108762	miR-106a confers cisplatin resistance by regulating PTEN/Akt pathway in gastric cancer cells
target gene	hsa-mir-146	Inflammation	24112639	"apolipoprotein-mediated lipid transport emerged as an infection-inducible pathway under miR-146 knockdown conditions, suggesting a possible function of miR-146 in regulating lipid metabolism during inflammation."
target gene	hsa-mir-133a	Vascular Hypertrophy	24113045	"MiR-133a can negatively regulate the expression of L-type calcium ¦Á1C subunit, resulting in the decrease of intracellular Ca(2+) content and the attenuation of ISO-induced cardiomyocyte hypertrophy."
target gene	hsa-mir-320	Oral Neoplasms	24114198	miR-320 regulates the function of vascular endothelial cells by targeting NRP1 and has the potential to be developed as an anti-angiogenic or anti-cancer drug.
target gene	hsa-mir-19a	Cardiomegaly	24117217	The results of the present study demonstrate that the miR-19a/b family regulates phenotypes of cardiomyocytes via suppression of multiple direct target genes.
target gene	hsa-mir-19b	Cardiomegaly	24117217	The results of the present study demonstrate that the miR-19a/b family regulates phenotypes of cardiomyocytes via suppression of multiple direct target genes.
target gene	hsa-mir-378	"Carcinoma, Hepatocellular"	24119742	miR-378 may suppress growth characteristics of HBV-related HCC by directly targeting the IGF1R 3'-UTR and inhibiting its protein expression.
target gene	hsa-mir-375	Diabetes Mellitus	24120394	"Because of the special role of miR-375, it may be a potential target to treat diabetes. Antagonising miR-375 may enhance the effects of exendin-4 in patients, and controlling the expression of miR-375 could assist mature hESCs-derived ¦Â-cells."
target gene	hsa-mir-19a	Bladder Neoplasms	24122582	"Expression of miR-21, miR-19a and miR-222, known to regulate PTEN expression, was also evaluated"
target gene	hsa-mir-222	Bladder Neoplasms	24122582	"Expression of miR-21, miR-19a and miR-222, known to regulate PTEN expression, was also evaluated"
target gene	hsa-mir-106a	Glioma	24124917	Decreased miR-106a inhibits glioma cell glucose uptake and proliferation by targeting SLC2A3 in GBM.
target gene	hsa-mir-133a	Ovarian Neoplasms	24127040	miR-133a suppresses ovarian cancer cell proliferation by directly targeting insulin-like growth factor 1 receptor.
target gene	hsa-mir-200	"Carcinoma, Thyroid, Medullary"	24127332	The members of miR-200 family regulate the expression of E-cadherin by directly targeting ZEB1 and ZEB2 mRNA and through the enhanced expression of tumour growth factor ¦Â (TGF¦Â)-2 and TGF¦Â-1.The members of miR-200 family associated with metastatic MTC and distinct biological processes providing new potential insights into the mechanisms of MTC metastasis.
target gene	hsa-mir-205	Breast Neoplasms	24129185	miR-205 is a tumor suppressor in human breast cancer by post-transcriptional inhibition of HER3 expression.
target gene	hsa-let-7b	"Carcinoma, Ovarian, Serous"	24129674	These overwhelmingly observed oncogenic genes were further detected in a sub-network with 32 FFLs centered by miRNA let-7b and TF TCF7L1 to regulate cell differentiation.
target gene	hsa-mir-29b	"Carcinoma, Colon"	24130681	"Since miR-29b plays a role in regulating the migration of cancer cells,we hypothesized that HAG induces miR-29b expression to target matrix metalloproteinase-2 (MMP-2) thereby suppressing the migration of colon cancer cells."
target gene	hsa-mir-128	Osteosarcoma	24132591	MicroRNA-128 promotes proliferation in osteosarcoma cells by downregulating PTEN
target gene	hsa-mir-30d	Malignant Peripheral Nerve Sheath Tumor	24132643	EZH2-miR-30d-KPNB1 pathway regulates malignant peripheral nerve sheath tumour cell survival and tumourigenesis.
target gene	hsa-mir-378	Gastric Neoplasms	24139413	MiR-378 inhibits progression of human gastric cancer MGC-803 cells by targeting MAPK1 in vitro.
target gene	hsa-mir-338	Neuroblastoma	24140344	"miR-338-3p suppresses neuroblastoma proliferation, invasion and migration through targeting PREX2a."
target gene	hsa-mir-126	Atherosclerosis	24140891	Expression of miR-126 was markedly increased and expression of protein targets VCAM-1 and SDF-1 was altered during the course of CKD
target gene	hsa-mir-145	Atherosclerosis	24140891	"Both vascular smooth muscle-specific miR-143 and miR-145 expressions were decreased in states of atherosclerosis and/or CKD or both, and the expression level of protein target Myocardin was increased."
target gene	hsa-mir-29a	"Squamous Cell Carcinoma, Cerevial"	24141696	Tumor-suppressive microRNA-29a inhibits cancer cell migration and invasion via targeting HSP47 in cervical squamous cell carcinoma.
target gene	hsa-mir-9	"Squamous Cell Carcinoma, Oral"	24141785	MicroRNA-9 inhibits the proliferation of oral squamous cell carcinoma cells by suppressing expression of CXCR4 via the Wnt/¦Â-catenin signaling pathway.
target gene	hsa-mir-331	Glioblastoma	24142150	miR-331-3p regulates expression of neuropilin-2 in glioblastoma.
target gene	hsa-mir-137	Ovarian Neoplasms	24144591	miR-137 suppresses cell growth in ovarian cancer by targeting AEG-1.
target gene	hsa-mir-203	Colorectal Carcinoma	24145123	miR-203 induces oxaliplatin resistance in colorectal cancer cells by negatively regulating ATM kinase.
target gene	hsa-mir-95	Prostate Neoplasms	24145350	miRNA-95 mediates radioresistance in tumors by targeting the sphingolipid phosphatase SGPP1.
target gene	hsa-mir-130a	Ovarian Neoplasms	24145606	Downregulation of miR-130a contributes to cisplatin resistance in ovarian cancer cells by targeting X-linked inhibitor of apoptosis (XIAP) directly.
target gene	hsa-mir-205	Cholangiocarcinoma	24147037	"miRNA expression profiling was used to identify key miRNAs that regulate Gem sensitivity in CCA cells, and software that predicts miRNA targets was used to identify promising target genes for anti-tumor therapies."
target gene	hsa-mir-221	Cholangiocarcinoma	24147037	"miRNA expression profiling was used to identify key miRNAs that regulate Gem sensitivity in CCA cells, and software that predicts miRNA targets was used to identify promising target genes for anti-tumor therapies."
target gene	hsa-mir-29b	Cholangiocarcinoma	24147037	"miRNA expression profiling was used to identify key miRNAs that regulate Gem sensitivity in CCA cells, and software that predicts miRNA targets was used to identify promising target genes for anti-tumor therapies."
target gene	hsa-mir-221	Glioma	24147153	MiR-221/222 target the DNA methyltransferase MGMT in glioma cells.
target gene	hsa-mir-222	Glioma	24147153	MiR-221/222 target the DNA methyltransferase MGMT in glioma cells.
target gene	hsa-mir-187	"Diabetes Mellitus, Type 2"	24149837	"Our findings suggest a role for miR-187 in the blunting of insulin secretion, potentially involving regulation of HIPK3, which occurs during the pathogenesis of type 2 diabetes."
target gene	hsa-mir-200b	Colorectal Carcinoma	24151081	MicroRNA-200b stimulates tumour growth in TGFBR2-null colorectal cancers by negatively regulating p27/kip1.
target gene	hsa-mir-155	Breast Neoplasms	24152184	"TP53INP1 is the direct target of miR-155. MiR-155, which is overexpressed in MCF-7 cells, contributes to proliferation of MCF-7 cells possibly through down-regulating target TP53INP1."
target gene	hsa-mir-21	Gastric Neoplasms	24154840	"To our knowledge, this study was the first reveal the miR-21/PTEN pathway regulated the sensitivity of HER2-positive GC cell lines to trastuzumab through modulation apoptosis. These findings suggest that this pathway may be crucial to the mechanism of resistance to trastuzumab in GC, which may lead to the development of individualized treatment in clinical practice."
target gene	hsa-mir-27a	"Squamous Cell Carcinoma, Esophageal"	24154848	microRNA-27a functions as a tumor suppressor in esophageal squamous cell carcinoma by targeting KRAS.
target gene	hsa-mir-199a	Endometriosis	24155090	miRNA-199a-5p regulates VEGFA in endometrial mesenchymal stem cells and contributes to the pathogenesis of endometriosis.
target gene	hsa-mir-145	Ovarian Neoplasms	24157791	MiR-145 is downregulated in human ovarian cancer and modulates cell growth and invasion by targeting p70S6K1 and MUC1.
target gene	hsa-mir-297	Glioblastoma	24158111	"This work shows miR-297 as a novel and physiologic regulator of cancer cell survival, largely through targeting of DGK-¦Á, and also indicates that hypoxia ameliorates miR-297 toxicity to cancer cells."
target gene	hsa-mir-448	Chronic Hepatitis C	24158346	"Besides miR-122, let-7b, miR-196, miR-199a* and miR-448 have also been reported to interact directly with the HCV RNA."
target gene	hsa-mir-132	"Carcinoma, Lung, Non-Small-Cell"	24158730	Hsa-miR-132 regulates apoptosis in non-small cell lung cancer independent of acetylcholinesterase.
target gene	hsa-mir-21	Glioma	24161395	Sirt2 suppresses glioma cell growth through targeting NF-¦ÊB-miR-21 axis.
target gene	hsa-mir-92b	"Carcinoma, Lung, Non-Small-Cell"	24162673	Inhibition of miR-92b suppresses nonsmall cell lung cancer cells growth and motility by targeting RECK.
target gene	hsa-mir-200a	Glioma	24162743	"MiR-200a impairs glioma cell growth, migration, and invasion by targeting SIM2-s."
target gene	hsa-mir-205	"Carcinoma, Oral"	24166197	MicroRNA-205 suppresses the oral carcinoma oncogenic activity via down-regulation of Axin-2 in KB human oral cancer cell.
target gene	hsa-mir-124	Neuronal Apoptosis-Related Diseases	24166354	MicroRNA-124 (miR-124) regulates Ku70 expression and is correlated with neuronal death induced by ischemia/reperfusion.
target gene	hsa-mir-18a	"Carcinoma, Colon"	24166503	microRNA-18a induces apoptosis in colon cancer cells via the autophagolysosomal degradation of oncogenic heterogeneous nuclear ribonucleoprotein A1.
target gene	hsa-mir-106b	Glioma	24166509	MicroRNA-106b-5p boosts glioma tumorigensis by targeting multiple tumor suppressor genes.
target gene	hsa-mir-122	Endomyocardial Fibrosis	24168656	microRNA-122 down-regulation may play a role in severe myocardial fibrosis in human aortic stenosis through TGF-¦Â1 up-regulation.
target gene	hsa-mir-17	Lymphoma	24169826	The Myc-miR-17-92 axis amplifies B-cell receptor signaling via inhibition of ITIM proteins: a novel lymphomagenic feed-forward loop.
target gene	hsa-mir-9	"Carcinoma, Nasopharyngeal"	24170200	miR-9 targets CXCR4 and functions as a potential tumor suppressor in nasopharyngeal carcinoma.
